Average Accuracy,36.79
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
157,Behold on these desert seas I have found such a one but I fear I have gained him only to know his value and lose him,Bennet on the delightful seeing I have foreseen such a on but I feel I had gained him only to know his vanity and loving him,61.53846153846154
158,I would reconcile him to life but he repulses the idea,I would resume himself too living but he resentment this idea,45.45454545454545
159,I thank you Walton he said for your kind intentions towards so miserable a wretch but when you speak of new ties and fresh affections think you that any can replace those who are gone,I thank you Warwick he safe for your kind into town some minutes UNK but when your speak of news time and friends after the you think and cannot real the who are good,20.0
160,Can any man be to me as Clerval was or any woman another Elizabeth,Catherine and may be to me as Clarke was or any woman and Elizabeth,64.28571428571429
161,Even where the affections are not strongly moved by any superior excellence the companions of our childhood always possess a certain power over our minds which hardly any later friend can obtain,Every who the a UNK are not still more by any summer exclaimed the consisted of our characters all possess a certain possesses over our mistake which has any lady from carried obliging,3.125
162,They know our infantine dispositions which however they may be afterwards modified are never eradicated and they can judge of our actions with more certain conclusions as to the integrity of our motives,The know our in did which however there may be affected motives are never error and their carriage just of our acquainted with most certainly cousin as to the UNK our moment,45.45454545454545
163,A sister or a brother can never unless indeed such symptoms have been shown early suspect the other of fraud or false dealing when another friend however strongly he may be attached may in spite of himself be contemplated with suspicion,A single or a brother can never ungenerous in subject syllable had been UNK such the other of friend or favourite delighted whether and from however s t he may be at manner in spite of his being concluded with sure,34.146341463414636
164,But I enjoyed friends dear not only through habit and association but from their own merits and wherever I am the soothing voice of my Elizabeth and the conversation of Clerval will be ever whispered in my ear,But I entreat from determined nor on the had and as but from the own men and when I am them so voice of my Elizabeth and the course of Clarke will be even which in my earnestly,52.63157894736842
165,They are dead and but one feeling in such a solitude can persuade me to preserve my life,They are design anything but on fear in such a solicitation carefully perceive me to preserve my life,61.111111111111114
166,If I were engaged in any high undertaking or design fraught with extensive utility to my fellow creatures then could I live to fulfil it,If I were entertained in and his unprincipled or dear friend with excessively uttered to my fellow creatures that coming I little too full it,48.0
167,But such is not my destiny I must pursue and destroy the being to whom I gave existence then my lot on earth will be fulfilled and I may die September 2nd My beloved Sister I write to you encompassed by peril and ignorant whether I am ever doomed to see again dear England and the dearer friends that inhabit it,But success is not my dear I must put and delicate their began told which I gave expected that my love only each will be fully and I may differently Sensibility UNK My being Sir I write to you engrossed by peculiar and ignorant which I am UNK v done to send again dear English and the dear from their influence it,40.98360655737705
168,I am surrounded by mountains of ice which admit of no escape and threaten every moment to crush my vessel,I am sure by most of UNK advantage of nothing estimable and that evening more to critical my vent,20.0
169,The brave fellows whom I have persuaded to be my companions look towards me for aid but I have none to bestow,There brother felt what I have persuaded to be my countenance lodges to me for air but I have not to bestow,59.09090909090909
170,There is something terribly appalling in our situation yet my courage and hopes do not desert me,There is something tempt appear in o UNK side yet my confidence and however does not despise me,23.52941176470588
171,Yet it is terrible to reflect that the lives of all these men are endangered through me,Yet it UNK s temper to recommend that the living of all the meanness are engaged the mess,11.76470588235294
172,If we are lost my mad schemes are the cause,If we are love my many scarcely are the case,60.0
173,And what Margaret will be the state of your mind,And when Mary without believing the strength of your mind,50.0
174,You will not hear of my destruction and you will anxiously await my return,You will not hear of my declaration and your with an away my refusal,57.14285714285714
175,Years will pass and you will have visitings of despair and yet be tortured by hope,Yes without partner and you will have views of decorum and yet beauties to by home,50.0
176,Oh,Oh,100.0
177,My beloved sister the sickening failing of your heartfelt expectations is in prospect more terrible to me than my own death,My being since that silence favour of your he feelings exhausted is in proficiency more teasing to me that my own defence,14.285714285714285
178,But you have a husband and lovely children you may be happy,But you had a husband and love charming you may be handsome,66.66666666666666
179,Heaven bless you and make you so,He blushed you and man you son,42.857142857142854
180,My unfortunate guest regards me with the tenderest compassion,My uncle guard regulation me with the tender composedly,44.44444444444444
181,He endeavours to fill me with hope and talks as if life were a possession which he valued,He enough to find me with hope and take UNK little were a politeness which he vain,33.33333333333333
182,He reminds me how often the same accidents have happened to other navigators who have attempted this sea and in spite of myself he fills me with cheerful auguries,He replied me hours of the same actually had happened to other nay who has at the sense and in spite of my heart fine mentioned with change aunt,44.827586206896555
183,Even the sailors feel the power of his eloquence when he speaks they no longer despair he rouses their energies and while they hear his voice they believe these vast mountains of ice are molehills which will vanish before the resolutions of man,Every the same felt the possibility of his else when he spared though no long desiring her round their entertainment and when they he his voice that be the valley most UNK UNK most him who will valued beyond the reach of manner,34.883720930232556
184,These feelings are transitory each day of expectation delayed fills them with fear and I almost dread a mutiny caused by this despair,The felt are true UNK a danger of extraordinary deference fixed that without feeling and I all drawn a much caught by the defence,4.3478260869565215
185,September 5th A scene has just passed of such uncommon interest that although it is highly probable that these papers may never reach you yet I cannot forbear recording it,Seriously UNK A s UNK just pain of such unfolded in them a UNK his protested the the parted m UNK recommend you yet I can forget readily it,13.333333333333334
186,We are still surrounded by mountains of ice still in imminent danger of being crushed in their conflict,We are still surely by most of UNK UNK standing in impossible danger of being crossed in the country,27.77777777777778
187,The cold is excessive and many of my unfortunate comrades have already found a grave amidst this scene of desolation,The country is exactly and many of my uneasiness could have always for a great among the scene of definition,50.0
188,Frankenstein has daily declined in health a feverish fire still glimmers in his eyes but he is exhausted and when suddenly roused to any exertion he speedily sinks again into apparent lifelessness,From had daughter deep in her a few first standing gloried in his eyes but he is exactly and who succeeding room to an excellent her spoke six again in a UNK light,34.375
189,I mentioned in my last letter the fears I entertained of a mutiny,I mend in my last learned than feelings I enjoyment of a much,53.84615384615385
190,This morning as I sat watching the wan countenance of my friendhis eyes half closed and his limbs hanging listlesslyI was roused by half a dozen of the sailors who demanded admission into the cabin,The more as I say walking the was confident of my friend his eyes had clergyman and his library having liked I was roused by half a doubt of the saloon whose decided admitted in the case,14.285714285714285
191,They entered and their leader addressed me,Their entertainment and the least admiration me,28.57142857142857
192,He told me that he and his companions had been chosen by the other sailors to come in deputation to me to make me a requisition which in justice I could not refuse,He to me that hero and his cousin have been checked by the other said to conjecture in devoting to me to make me a respectable which in just I could not repine,66.66666666666666
193,We were immured in ice and should probably never escape but they feared that if as was possible the ice should dissipate and a free passage be opened I should be rash enough to continue my voyage and lead them into fresh dangers after they might happily have surmounted this,Well were immediately UNK UNK and she practises near estimated but the felt that if as was possible t UNK UNK she did and a from passed between opinion I should be rather enough to complete myself voice and lets than invitation friend day after the might have had such thing,18.0
194,They insisted therefore that I should engage with a solemn promise that if the vessel should be freed I would instantly direct my course southwards,They invited this though I shall entered with a soon promised that if that very should be friend I would in did my constant sound,44.0
195,This speech troubled me,The spoke trifling me,25.0
196,I had not despaired nor had I yet conceived the idea of returning if set free,I had no determined not had I yet come the UNK regret if seeking friends,37.5
197,Yet could I in justice or even in possibility refuse this demand,Yes could I in just or even in polite renewed their death,50.0
198,I hesitated before I answered when Frankenstein who had at first been silent and indeed appeared hardly to have force enough to attend now roused himself his eyes sparkled and his cheeks flushed with momentary vigour,I here before I and who From which had at first be sincere and in apartment had told have fortunate enough to attentions not room his his eyes spirits and his character flirt with more violence,41.66666666666667
199,Turning towards the men he said What do you mean,Tuesday to them me herself satisfied What do you mean,40.0
200,What do you demand of your captain,What do you defects of your came,71.42857142857143
201,Are you then so easily turned from your design,Are you than so easily turned from your describe,77.77777777777779
202,Did you not call this a glorious expedition,Did you not care UNK expectation,37.5
203,And wherefore was it glorious,And who was it glance,60.0
204,Not because the way was smooth and placid as a southern sea but because it was full of dangers and terror because at every new incident your fortitude was to be called forth and your courage exhibited because danger and death surrounded it and these you were to brave and overcome,Nothing because the way was smiled and pleasing UNK sometimes seen but being it was full of dancing and tell beneath at even next in young for want to be cast forward and you could excited been daughter and delicacy supply it and that you were to bring and over,9.803921568627452
205,For this was it a glorious for this was it an honourable undertaking,Forster that was it a gloom for that was it and however unlucky,46.15384615384615
206,You were hereafter to be hailed as the benefactors of your species your names adored as belonging to brave men who encountered death for honour and the benefit of mankind,You welcomed her to be happy as the behaviour of you spending your natural UNK being to bring me who entirely delay for home and the belief of manner,23.333333333333332
207,And now behold with the first imagination of danger or if you will the first mighty and terrific trial of your courage you shrink away and are content to be handed down as men who had not strength enough to endure cold and peril and so poor souls they were chilly and returned to their warm firesides,And now be wiser the first immediately of day or if you will the five minutes and temper tribute of your consulting you she UNK arrogant come to be happy done as me who had not strong environs to enter contained and perhaps and soothe poor some that we chose and returned to there was first,24.561403508771928
208,Why that requires not this preparation ye need not have come thus far and dragged your captain to the shame of a defeat merely to prove yourselves cowards,When the read not the present yet need not have contributed their father and drove you can to the share UNK deny me to prevent your conceit,25.0
209,Oh,Oh,100.0
210,Be men or be more than men,Bennet me or better more thank me,28.57142857142857
211,Be steady to your purposes and firm as a rock,Bennet still to your purchase and five as a room,50.0
212,This ice is not made of such stuff as your hearts may be it is mutable and cannot withstand you if you say that it shall not,T UNK UNK is now man of such stay as you he may be it is much and caprice with you if you say that it should not,0.0
213,Do not return to your families with the stigma of disgrace marked on your brows,Do not return to your fault with the study of disappointment man on your breakfast,66.66666666666666
214,Return as heroes who have fought and conquered and who know not what it is to turn their backs on the foe He spoke this with a voice so modulated to the different feelings expressed in his speech with an eye so full of lofty design and heroism that can you wonder that these men were moved,Reynolds assured her who had fortune and conceit and when knew not what it is to turn the ball on the for He spoke there with a voice soon more to their distress feminine exhausted in his speech with an eye so full of love detailed and hear that case you women that the met were more,54.385964912280706
215,They looked at one another and were unable to reply,The look at on any and we unwilling to resent,30.0
216,I spoke I told them to retire and consider of what had been said that I would not lead them farther north if they strenuously desired the contrary but that I hoped that with reflection their courage would return,I spoke I to think to regret any consciousness of what had been said that I would not less than family nothing if the stream dependence that country but that I hope this with regulate the country would return,51.28205128205128
217,They retired and I turned towards my friend but he was sunk in languor and almost deprived of life,Their received and I turned to my friend but he was sure in law and all design of life,63.1578947368421
218,How all this will terminate I know not but I had rather die than return shamefully my purpose unfulfilled,How all them without temper I know nobody but I have r a directly the regiment she my public unknown,31.57894736842105
219,Yet I fear such will be my fate the men unsupported by ideas of glory and honour can never willingly continue to endure their present hardships,Yes I few sure will be my father the means untouched by idea of glance and how UNK a never with continued to enjoy the present had,30.76923076923077
220,September 7th The die is cast I have consented to return if we are not destroyed,Seriously UNK The distance is case I have continued to receive if we are not defect,56.25
221,Thus are my hopes blasted by cowardice and indecision I come back ignorant and disappointed,They are my honour blinded by convention and indeed I could back ignorance and diversion,46.666666666666664
222,It requires more philosophy than I possess to bear this injustice with patience,It returned most phaeton the I power to be the invitation with painter,30.76923076923077
223,September 12th It is past I am returning to England,Seriously 12 It is particularly I am returned to England,60.0
224,I have lost my hopes of utility and glory I have lost my friend,I have lost my hopes of utter and glad I have lost my friend,85.71428571428571
225,But I will endeavour to detail these bitter circumstances to you my dear sister and while I am wafted towards England and towards you I will not despond,But I will endeavour to deserve the bitterness civility to you my dear sister and when I am was to English and to you I will not defect,64.28571428571429
226,September 9th the ice began to move and roarings like thunder were heard at a distance as the islands split and cracked in every direction,Seriously UNK t UNK UNK behaviour to morrow and round like they were her attentively a directions as there is spirits and cross in every disposition,0.0
227,We were in the most imminent peril but as we could only remain passive my chief attention was occupied by my unfortunate guest whose illness increased in such a degree that he was entirely confined to his bed,Well were in the most immediate pecuniary but as week comfortable only received pass my chief attention was occasioned by my uncle guessed what UNK in such a delicious that he was envelope compliment to his behind,34.21052631578947
228,The ice cracked behind us and was driven with force towards the north a breeze sprang from the west and on the 11th the passage towards the south became perfectly free,T UNK UNK cried between useful and was dressed wished for to the notice a brother spent from three weeks and on them 118 the papa to that soon became perfectly friends,0.0
229,When the sailors saw this and that their return to their native country was apparently assured a shout of tumultuous joy broke from them loud and longcontinued,When the same UNK and that the returned to the names cousin was approaching UNK she of turned journey bring from the looked and loving conversations,7.4074074074074066
230,Frankenstein who was dozing awoke and asked the cause of the tumult,From what was done away and as the case of the turns,41.66666666666667
231,They shout I said because they will soon return to England Do you then really return Alas,There she I said believed them with some returned to English Do you think really read Allen,35.294117647058826
232,Yes I cannot withstand their demands,Yes I cannot within the departed,50.0
233,I cannot lead them unwillingly to danger and I must return Do so if you will but I will not,I cannot less than unwilling to dance and I must rejoice Do so if you will but I will not,75.0
234,You may give up your purpose but mine is assigned to me by heaven and I dare not,You may give up your purchase but mistaken is as to me by her and I dare not,77.77777777777779
235,I am weak but surely the spirits who assist my vengeance will endow me with sufficient strength Saying this he endeavoured to spring from the bed but the exertion was too great for him he fell back and fainted,I am well but suspecting their spoke which as my very wild entirely me with s UNK stupid Saturday that he enough to speak from the beauty but the expression was too great for him her feelings back and favour,15.384615384615385
236,It was long before he was restored and I often thought that life was entirely extinct,It was long before he was really and I of the three living was entirely exercise,62.5
237,At length he opened his eyes he breathed with difficulty and was unable to speak,At length her opinion himself eyes her brother with discretion and was uncivil to speak,53.333333333333336
238,The surgeon gave him a composing draught and ordered us to leave him undisturbed,The sudden gave his a cold dress and or used to let his uncle,35.714285714285715
239,In the meantime he told me that my friend had certainly not many hours to live,In the metaphor heretical to me that my friend has certainly not many hours to listen,68.75
240,His sentence was pronounced and I could only grieve and be patient,His secrecy was preferment and I could only great and begging pardon,58.333333333333336
241,I sat by his bed watching him his eyes were closed and I thought he slept but presently he called to me in a feeble voice and bidding me come near said Alas,I said by his behaviour was him his eyes were clothes and I think he slighted but provided he came to me in after UNK and bidding me could never said Allen,45.45454545454545
242,The strength I relied on is gone I feel that I shall soon die and he my enemy and persecutor may still be in being,They stood I received on is good I feel that I shall soon discretion and her my engagement and persevered may steadily been indifferent better,52.0
243,Think not Walton that in the last moments of my existence I feel that burning hatred and ardent desire of revenge I once expressed but I feel myself justified in desiring the death of my adversary,They not War thing in the lane mode of my except I felt that but had any are delicacy of recommending I only exposure but I feel my justified in devoting the death of my advice,50.0
244,During these last days I have been occupied in examining my past conduct nor do I find it blamable,During the last day I have been occasionally in excellent my pardon contributes no do I find it blush,57.89473684210527
245,In a fit of enthusiastic madness I created a rational creature and was bound towards him to assure as far as was in my power his happiness and wellbeing,In a find of enjoyment madam I cried a r a creature and was born to himself to as as fair as was in my positive his having any were better,20.689655172413794
246,This was my duty but there was another still paramount to that,This was my duty but there walk and still papa to themselves,66.66666666666666
247,My duties towards the beings of my own species had greater claims to my attention because they included a greater proportion of happiness or misery,My duty to the benefit of my own spend had greatly clever to myself at before themselves in a great proficient of having or miraculous,40.0
248,Urged by this view I refused and I did right in refusing to create a companion for the first creature,UNK by the view I regret angelic I dissatisfied right in resolved to cruel a common for the first creature,60.0
249,He showed unparalleled malignity and selfishness in evil he destroyed my friends he devoted to destruction beings who possessed exquisite sensations happiness and wisdom nor do I know where this thirst for vengeance may end,He she unfeeling manners and seemed in evil here desirable my from her deigned to decidedly better where possible exactly seeing have and will no do I know when that the former very masterpieces enough,28.57142857142857
250,Miserable himself that he may render no other wretched he ought to die,Miss himself that her manners really no other write he ought to dinner,53.84615384615385
251,The task of his destruction was mine but I have failed,They talked of his description was might but I have face,54.54545454545454
252,When actuated by selfish and vicious motives I asked you to undertake my unfinished work and I renew this request now when I am only induced by reason and virtue,What accompanied by sense and vivacity more I assure you to understand my unrestrained wonder and I remember the reason nor which I am on inclination by reason and vigour,43.333333333333336
253,Yet I cannot ask you to renounce your country and friends to fulfil this task and now that you are returning to England you will have little chance of meeting with him,Yes I can assure yourself to recommend you come and from too further than taste and now that you are returned to English you will have little chance of met with him,53.125
254,But the consideration of these points and the well balancing of what you may esteem your duties I leave to you my judgment and ideas are already disturbed by the near approach of death,But the colour of the pounds and then were ball of which you may especially your during I left to you my just and idea are all different by the neglect appearance of deciding,50.0
255,I dare not ask you to do what I think right for I may still be misled by passion,I dare not assure you to do what I think river for I may stood been misled by partner,73.68421052631578
256,That he should live to be an instrument of mischief disturbs me in other respects this hour when I momentarily expect my release is the only happy one which I have enjoyed for several years,That he should like to be an instead of mind disagreeable me in other retailing the housekeeper which I most expose my refusal is the on hand only when I have entirely for several years,54.285714285714285
257,The forms of the beloved dead flit before me and I hasten to their arms,The form of their be deceived flattered between me and I have to the arrangement,40.0
258,Farewell Walton,Fatigued Walked,0.0
259,Seek happiness in tranquillity and avoid ambition even if it be only the apparently innocent one of distinguishing yourself in science and discoveries,Seriously had in trimming and a valued me v if it being on that UNK one of disappointment you in scheme and diversion,26.08695652173913
260,Yet why do I say this,Yes what do I said that,33.33333333333333
261,I have myself been blasted in these hopes yet another may succeed His voice became fainter as he spoke and at length exhausted by his effort he sank into silence,I had myself be blamelessness in the house yet and making such His voice be family as her spirits and at length excited by his effect UNK UNK said in silence,40.0
262,About half an hour afterwards he attempted again to speak but was unable he pressed my hand feebly and his eyes closed forever while the irradiation of a gentle smile passed away from his lips,Absence half an hour after her attended again to speak but was unless her praise my have felt and his eyes close for what the irritation of a gentleman small pass away from his library,51.42857142857142
263,Margaret what comment can I make on the untimely extinction of this glorious spirit,Mary who could cannot I may on their united exposition of the glaring spirits,21.428571428571427
264,What can I say that will enable you to understand the depth of my sorrow,What can I said that wisest engaged you to understand the decease of my so,66.66666666666666
265,All that I should express would be inadequate and feeble,All that I shall expected would be in and fearful,60.0
266,My tears flow my mind is overshadowed by a cloud of disappointment,My temper flatter my mind is over by a claims of discourse,58.333333333333336
267,But I journey towards England and I may there find consolation,But I joined too English and I may this first convenient,45.45454545454545
268,I am interrupted,I am informed,66.66666666666666
269,What do these sounds portend,What does this so poverty,20.0
270,It is midnight the breeze blows fairly and the watch on deck scarcely stir,It is mind the brother blind farther and the walked on deportment scene stupid,42.857142857142854
271,Again there is a sound as of a human voice but hoarser it comes from the cabin where the remains of Frankenstein still lie,Again there is a so as o UNK a human voice but however it could from the carriage which the recollection of From strong little,20.833333333333336
272,I must arise and examine,I must are an exercise,40.0
273,Good night my sister,UNK UNK my sister,50.0
274,Great God,Gracechurch God,50.0
275,what a scene has just taken place,what as UNK have just take place,42.857142857142854
276,I am yet dizzy with the remembrance of it,I am yet dine with the result of it,77.77777777777779
277,I hardly know whether I shall have the power to detail it yet the tale which I have recorded would be incomplete without this final and wonderful catastrophe,I have know what I should have that power to defects it yet the talent which I have reflection would be intimate with the first and woman can,53.57142857142857
278,I entered the cabin where lay the remains of my illfated and admirable friend,I entered the carriage which ladies the reach of my ill fatigue an admire friend,42.857142857142854
279,Over him hung a form which I cannot find words to describegigantic in stature yet uncouth and distorted in its proportions,UNK his humble a for which I can find work to determine girls in still years uncle and direct in its prospect,23.809523809523807
280,As he hung over the coffin his face was concealed by long locks of ragged hair but one vast hand was extended in colour and apparent texture like that of a mummy,As her husband over the country his father was considered by long long of rather had built one vanity have was exactly in confusion and appear ten little that of a much,46.875
281,When he heard the sound of my approach he ceased to utter exclamations of grief and horror and sprung towards the window,Whether hearing head the sort of my appear he certainly to utter expressions of grieving and honour and speaking to this winter,40.909090909090914
282,Never did I behold a vision so horrible as his face of such loathsome yet appalling hideousness,Neither did I believe a violent soon however as his father of such love yet approved himself,47.05882352941176
283,I shut my eyes involuntarily and endeavoured to recollect what were my duties with regard to this destroyer,I should myself eyes in and endeavour to remain whether we my duty with regard to the departed,44.44444444444444
284,I called on him to stay,I cannot on him to stay,83.33333333333334
285,He paused looking on me with wonder and again turning towards the lifeless form of his creator he seemed to forget my presence and every feature and gesture seemed instigated by the wildest rage of some uncontrollable passion,He partner look on meets with words and age turned to the little fortnight of his creatress he seemed to follow my promote and evil feature and general serious interesting by the with rather of so unsuitable particular,44.73684210526316
286,That is also my victim he exclaimed,There is all my views her exceedingly,28.57142857142857
287,In his murder my crimes are consummated the miserable series of my being is wound to its close,In his much my cried are conscious that might secondly of my being is would to it clearly,50.0
288,Oh Frankenstein,Oh Frank,50.0
289,Generous and selfdevoted being,Georgiana and self depressed before,25.0
290,What does it avail that I now ask thee to pardon me,What does it avoid than I not asking them to paying me,50.0
291,I who irretrievably destroyed thee by destroying all thou lovedst,I who irritation detaching them by delicate all the lodges,40.0
292,Alas,All,0.0
293,He is cold he cannot answer me His voice seemed suffocated and my first impulses which had suggested to me the duty of obeying the dying request of my friend in destroying his enemy were now suspended by a mixture of curiosity and compassion,He is connections her cake and me His voice seize such and my find immediately which had supposed to me the duty of observation the dying reach of my friend in delivering his entirely were not suffer by a mixture of curiosity and convenient,63.63636363636363
294,I approached this tremendous being I dared not again raise my eyes to his face there was something so scaring and unearthly in his ugliness,I appeal the transactions between I dare not a UNK UNK eyes to his family there was so so screens and unembarrassed in his ugly,48.0
295,I attempted to speak but the words died away on my lips,I attempt to speak but the words died away on my life,83.33333333333334
296,The monster continued to utter wild and incoherent selfreproaches,The mortifying come to utter with an in self reproach,33.33333333333333
297,At length I gathered resolution to address him in a pause of the tempest of his passion,At length I gave ready to advise him in a part of the testimony of his partners,64.70588235294117
298,Your repentance I said is now superfluous,You reverie I saw is not succeed,28.57142857142857
299,If you had listened to the voice of conscience and heeded the stings of remorse before you had urged your diabolical vengeance to this extremity Frankenstein would yet have lived And do you dream said the daemon,If you have listened to the volume of comprehension and hear the strength of replied because you have urged you did venture to the exclamations From would yet have little And do you draw satisfied the dance,51.35135135135135
300,Do you think that I was then dead to agony and remorse,Do you think though I was then delightful to again and reason,66.66666666666666
301,He he continued pointing to the corpse he suffered not in the consummation of the deed,Hearing heard could possible to the costing he such nor in the course of their departed,37.5
302,Oh,Oh,100.0
303,Not the tenthousandth portion of the anguish that was mine during the lingering detail of its execution,No thanks ten the possibility of three and therefore way might during the little degree of its extent,0.0
304,A frightful selfishness hurried me on while my heart was poisoned with remorse,A from seen husband mentioned on what my heart was possible with representing,46.15384615384615
305,Think you that the groans of Clerval were music to my ears,The you think the grandeur of Clarke were much to my ease,50.0
306,My heart was fashioned to be susceptible of love and sympathy and when wrenched by misery to vice and hatred it did not endure the violence of the change without torture such as you cannot even imagine,My he was favourable to be sure of love and symptom and who wrong by mind to visit and had it did not enumerating the views of the chiefly wished to such as you can ever impartial,54.054054054054056
307,After the murder of Clerval I returned to Switzerland heartbroken and overcome,After the much of Clarke I remember to Swift her brother and over,41.66666666666667
308,I pitied Frankenstein my pity amounted to horror I abhorred myself,I pity From my piece amends to hope I about myself,45.45454545454545
309,But when I discovered that he the author at once of my existence and of its unspeakable torments dared to hope for happiness that while he accumulated wretchedness and despair upon me he sought his own enjoyment in feelings and passions from the indulgence of which I was forever barred then impotent envy and bitter indignation filled me with an insatiable thirst for vengeance,But when I did that he their aunt at one of my exercise and of it unknown to day to hoping for hand thanks where he acting wrong and depend upon me her so his own end in felt any particular from the influence of what I was for back UNK and bidding in five memory with any in them for vexation,37.5
310,I recollected my threat and resolved that it should be accomplished,I rejecting myself there and returned that it should be acknowledgments,54.54545454545454
311,I knew that I was preparing for myself a deadly torture but I was the slave not the master of an impulse which I detested yet could not disobey,I know that I was present for my UNK to but I was the slightest not the management of an impertinence which I demand years could not dissolved,17.24137931034483
312,Yet when she died,Yes what she did,25.0
313,Nay then I was not miserable,Nay that I was not miraculous,66.66666666666666
314,I had cast off all feeling subdued all anguish to riot in the excess of my despair,I have capable of all felicity such altered anxious to ridicule in the explanation of my declaration,41.17647058823529
315,Evil thenceforth became my good,Every the best my go,20.0
316,Urged thus far I had no choice but to adapt my nature to an element which I had willingly chosen,UNK the fact I had no chance but to admire my nature to an else which I have without character,55.00000000000001
317,The completion of my demoniacal design became an insatiable passion,The consequence of my dear depressed beyond an in particular,40.0
318,And now it is ended there is my last victim I was at first touched by the expressions of his misery yet when I called to mind what Frankenstein had said of his powers of eloquence and persuasion and when I again cast my eyes on the lifeless form of my friend indignation was rekindled within me,And no it is entered there is my late visit I was at first to by the exercise of his mind years what I can to mistake which From had said of his possession of eligibility and people and when I again cautious UNK on the little fond of my friends in was received with me,45.614035087719294
319,Wretch I said,UNK I say,33.33333333333333
320,It is well that you come here to whine over the desolation that you have made,It is well that you converse her to which overpower their deny that you have made,62.5
321,You throw a torch into a pile of buildings and when they are consumed you sit among the ruins and lament the fall,You the a to inquire a picture of but and wherever they are conducted your sisters among the rudeness and laugh the family,47.82608695652174
322,Hypocritical fiend,UNK finery,0.0
323,If he whom you mourn still lived still would he be the object again would he become the prey of your accursed vengeance,If hear which your modesty stay little stranger would her becoming the obliged ago would he began the principal of your acquaintance vent,34.78260869565217
324,It is not pity that you feel you lament only because the victim of your malignity is withdrawn from your power Oh it is not thusnot thus interrupted the being,It is not pity that your feelings young ladies on beyond the views of young man is without from your poor Oh it is not the notion the inferior the best,46.666666666666664
325,Yet such must be the impression conveyed to you by what appears to be the purport of my actions,Yes surprised must be the implicit confidence to your by whose appeared to be the purport of my acquaintance,57.89473684210527
326,Yet I seek not a fellow feeling in my misery,Yes I sensible not a few felicity in my mind,50.0
327,No sympathy may I ever find,No syllable many I ever find,66.66666666666666
328,When I first sought it it was the love of virtue the feelings of happiness and affection with which my whole being overflowed that I wished to be participated,What I first softened it it was the loves of view the felicity of having an affection with what my which be over that I will to be pale,55.172413793103445
329,But now that virtue has become to me a shadow and that happiness and affection are turned into bitter and loathing despair in what should I seek for sympathy,But not the visit had been to me as UNK and they had and after are turned in birth and loudly delightful in who she I seemed for syllables,37.93103448275862
330,I am content to suffer alone while my sufferings shall endure when I die I am well satisfied that abhorrence and opprobrium should load my memory,I am convinced to subjects already which my UNK entered which I did I am were satisfy t UNK opposite she lost my me,15.384615384615385
331,Once my fancy was soothed with dreams of virtue of fame and of enjoyment,One my father was so will drove of virtue of fatigue and of enlarging,50.0
332,Once I falsely hoped to meet with beings who pardoning my outward form would love me for the excellent qualities which I was capable of unfolding,On I failed however told me will be what pass my our for would long me for the extremely question which I was capable of understanding,42.30769230769231
333,I was nourished with high thoughts of honour and devotion,I was not win him thinking of honour and delay,50.0
334,But now crime has degraded me beneath the meanest animal,But no creature has described me between that mercenary animated,30.0
335,No guilt no mischief no malignity no misery can be found comparable to mine,No guard UNK not make no miraculous can because for come to miles,7.142857142857142
336,When I run over the frightful catalogue of my sins I cannot believe that I am the same creature whose thoughts were once filled with sublime and transcendent visions of the beauty and the majesty of goodness,When I running over this friendly caution of my sister I cannot bear though I am the same cried where they went on fifteen with success and transient views of the before and the malice of good,48.64864864864865
337,But it is even so the fallen angel becomes a malignant devil,But it is evident so their favour and beauty a made decided,41.66666666666667
338,Yet even that enemy of God and man had friends and associates in his desolation I am alone,Yes evident the entail of God and manner had friendship and asked in his desire I am all,50.0
339,You who call Frankenstein your friend seem to have a knowledge of my crimes and his misfortunes,You who can From your friend seeming to have a knowledge of my credit and his mind,70.58823529411765
340,But in the detail which he gave you of them he could not sum up the hours and months of misery which I endured wasting in impotent passions,But in the description when he gave you of the he could not such up the house and more of mind which I entrance was in immediately particular,60.71428571428571
341,For while I destroyed his hopes I did not satisfy my own desires,Forster which I demand his however I did not satisfy my own defence,61.53846153846154
342,They were forever ardent and craving still I desired love and fellowship and I was still spurned,They were for are and criminal study I dearly love and feeling and I was still speaks,58.82352941176471
343,Was there no injustice in this,Was that nothing interest in thought,33.33333333333333
344,Am I to be thought the only criminal when all humankind sinned against me,Amazed I to beg than the only creature which all human side against me,50.0
345,Why do you not hate Felix who drove his friend from his door with contumely,What do you not have February which drawn his friend from his doubtless with composure,53.333333333333336
346,Why do you not execrate the rustic who sought to destroy the saviour of his child,What do you not exactly the run which sometimes to declare the sake of his character,50.0
347,Nay these are virtuous and immaculate beings,Nay there are visit and immediately before,42.857142857142854
348,I the miserable and the abandoned am an abortion to be spurned at and kicked and trampled on,I think mischief and therefore a UNK anything able to be speaking at and kind and trifling one,38.88888888888889
349,Even now my blood boils at the recollection of this injustice,Even not my blind both at the request of their inclinations,45.45454545454545
350,But it is true that I am a wretch,But it is trying that I am a written,77.77777777777779
351,I have murdered the lovely and the helpless I have strangled the innocent as they slept and grasped to death his throat who never injured me or any other living thing,I have much that lovely and then head I have stirred thing inquiries as the slightest and grateful to desire him those who never in meditating or any other like them,45.16129032258064
