Average Accuracy,41.50
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
152,From my infancy I was imbued with high hopes and a lofty ambition but how am I sunk,From myself indeed I was impatient with his hope and a look among but how am I supple,55.55555555555556
153,Oh,Oh,100.0
154,My friend if you had known me as I once was you would not recognize me in this state of degradation,My friends if you had knew me as I once was you would not restore me in the stars of despair,71.42857142857143
155,Despondency rarely visited my heart a high destiny seemed to bear me on until I fell never never again to rise Must I then lose this admirable being,Dear rather viewed my heart a his descend seemed to be me on unhappy I fear nearly never again to rise Muhammadan I those load these addressed bent,46.42857142857143
156,I have longed for a friend I have sought one who would sympathize with and love me,I had love UNK friend I had some one who would sympathize with and loaded me,5.88235294117647
157,Behold on these desert seas I have found such a one but I fear I have gained him only to know his value and lose him,Besides on the deserted sensations I have for such a on but I feared I had gazed him only to know his vast and lower hills,53.84615384615385
158,I would reconcile him to life but he repulses the idea,I would render him to light but he remarked the ideas,63.63636363636363
159,I thank you Walton he said for your kind intentions towards so miserable a wretch but when you speak of new ties and fresh affections think you that any can replace those who are gone,I thank you Walton he said for your kinsman inhabited to soothe miserable a wreck but when your spirit of new timid and friend after the you that and cannot remember through which are government,51.42857142857142
160,Can any man be to me as Clerval was or any woman another Elizabeth,Can and may beginning to me as Clerval was or and worship and Elizabeth,57.14285714285714
161,Even where the affections are not strongly moved by any superior excellence the companions of our childhood always possess a certain power over our minds which hardly any later friend can obtain,Every whom the affection are not still more by and supernatural examine the consisted of our change all possessed a celebrated possessed over our mind which harsh and labour from capable obdurate,34.375
162,They know our infantine dispositions which however they may be afterwards modified are never eradicated and they can judge of our actions with more certain conclusions as to the integrity of our motives,The knowledge our in discovering which how the many beautiful afford most are never erect and that cannot judge of our acquainted with more ceased consulted as UNK UNK our mountains,33.33333333333333
163,A sister or a brother can never unless indeed such symptoms have been shown early suspect the other of fraud or false dealing when another friend however strongly he may be attached may in spite of himself be contemplated with suspicion,A sighed or a breeze cannot never understood in such sympathy had been UNK supposed the other of free or far decline when and from how s UNK UNK UNK be at may in spirit of his beings conversing with support,26.82926829268293
164,But I enjoyed friends dear not only through habit and association but from their own merits and wherever I am the soothing voice of my Elizabeth and the conversation of Clerval will be ever whispered in my ear,But I entered from deprived not on the had and as but from their owest me and when I am the soft voices of my Elizabeth and the company of Clerval will be evil which in my ears,57.89473684210527
165,They are dead and but one feeling in such a solitude can persuade me to preserve my life,These are deep and bushes one feeling in such UNK permitted me to prolong my lips,33.33333333333333
166,If I were engaged in any high undertaking or design fraught with extensive utility to my fellow creatures then could I live to fulfil it,If I were engaged in and his until or death friends with exhibited uttered to my fellow creatures the cottage I listened to fulfil it,60.0
167,But such is not my destiny I must pursue and destroy the being to whom I gave existence then my lot on earth will be fulfilled and I may die September 2nd My beloved Sister I write to you encompassed by peril and ignorant whether I am ever doomed to see again dear England and the dearer friends that inhabit it,But success is not my destruction I must put and delight this being to which I gave extinguish that my loved on earth will be fulfilled and I may die Servox UNK My being Sister I wrote to your enemies by peace and ignominy which I am even doomed to set again delight English and the decaying from this in it,57.377049180327866
168,I am surrounded by mountains of ice which admit of no escape and threaten every moment to crush my vessel,I am surrounded by mode of ice which admiration of not escaped and that even mock to credit my veins,55.00000000000001
169,The brave fellows whom I have persuaded to be my companions look towards me for aid but I have none to bestow,This brought feelings which I had permitted to become my cousin longer towards me for air but I have none to bestow,54.54545454545454
170,There is something terribly appalling in our situation yet my courage and hopes do not desert me,There is so tears apart in o UNK situation yet my cousin and how do not destroy me,17.647058823529413
171,Yet it is terrible to reflect that the lives of all these men are endangered through me,Yet it is tempted to reflect that the light of all their melancholy are enemies the melancholy,58.82352941176471
172,If we are lost my mad schemes are the cause,If we are lovely my manner scenes around the cause,60.0
173,And what Margaret will be the state of your mind,And what Matlock will beast the steps of your misery,60.0
174,You will not hear of my destruction and you will anxiously await my return,You will not hear of my destiny and you will and away my reflections,71.42857142857143
175,Years will pass and you will have visitings of despair and yet be tortured by hope,Yet will passed and you will hapless victims of delirium and yet be tormented by hovel,56.25
176,Oh,Oh,100.0
177,My beloved sister the sickening failing of your heartfelt expectations is in prospect more terrible to me than my own death,My being sister the silent fancies of your health felt exquisitely is in prize money tend to me the my own death,23.809523809523807
178,But you have a husband and lovely children you may be happy,But you hands a human and lovely change young man be happy,58.333333333333336
179,Heaven bless you and make you so,Heaven blind you and make you sorry,71.42857142857143
180,My unfortunate guest regards me with the tenderest compassion,My uncle guilty rendered me with the terrible corpse,44.44444444444444
181,He endeavours to fill me with hope and talks as if life were a possession which he valued,He endeavoured to fill me with hope and talked as if life we a possessed while he valuable,66.66666666666666
182,He reminds me how often the same accidents have happened to other navigators who have attempted this sea and in spite of myself he fills me with cheerful auguries,He regarding me hours of the same a UNK has happened to other nature which have at the season and in species of my heart filled me with cheerfulness author,13.793103448275861
183,Even the sailors feel the power of his eloquence when he speaks they no longer despair he rouses their energies and while they hear his voice they believe these vast mountains of ice are molehills which will vanish before the resolutions of man,Every the same feelings the poverty of his elder when he spared that no longer deny her roused the end and which that he hitherto voice the be the various mountains of UNK UNK are more him when will various be the relics of mankind,27.906976744186046
184,These feelings are transitory each day of expectation delayed fills them with fear and I almost dread a mutiny caused by this despair,The feelings are UNK UNK UNK a day of extreme debility finding the wiliness fear and I although drenched a must carried by the deed,8.695652173913043
185,September 5th A scene has just passed of such uncommon interest that although it is highly probable that these papers may never reach you yet I cannot forbear recording it,Several UNK s UNK just passed of superstition unemployed in that although UNK his properties that thoughts passed man never recollect you yet I cannot forbear remained it,0.0
186,We are still surrounded by mountains of ice still in imminent danger of being crushed in their conflict,We are still surrounded by mode of ice story in impossible darkness of be creatures into the cottage,50.0
187,The cold is excessive and many of my unfortunate comrades have already found a grave amidst this scene of desolation,The cold is exhausted and manner of my undertaking command have almost found a great among the scenes of delight,50.0
188,Frankenstein has daily declined in health a feverish fire still glimmers in his eyes but he is exhausted and when suddenly roused to any exertion he speedily sinks again into apparent lifelessness,From had days delight in her a few first still gloried in his eyes but he is excellent and when sun rose to an expression he spoke simple again UNK UNK life,43.75
189,I mentioned in my last letter the fears I entertained of a mutiny,I me in my laboratory letter the feelings I enjoyment o UNK a murderer,46.15384615384615
190,This morning as I sat watching the wan countenance of my friendhis eyes half closed and his limbs hanging listlesslyI was roused by half a dozen of the sailors who demanded admission into the cabin,The monster as I sat was the was coming of my from his eyes half close and his life had light I was round by half a doubt of the saw whose delight advanced in the causes,17.142857142857142
191,They entered and their leader addressed me,Thus end and the less addressed me,42.857142857142854
192,He told me that he and his companions had been chosen by the other sailors to come in deputation to me to make me a requisition which in justice I could not refuse,He told mean that he and his companion had before cheered by the other said to confide in dear to me to make me a resource which in justice I could not refuse,75.75757575757575
193,We were immured in ice and should probably never escape but they feared that if as was possible the ice should dissipate and a free passage be opened I should be rash enough to continue my voyage and lead them into fresh dangers after they might happily have surmounted this,We were impressed in ice and she prevent nearly escape but the fever that if a sweet UNK the ice should die and a friend part being opened I shall be rapidly endeavoured to compose my voice and let the in from darkness after this might have had sustain thus,44.0
194,They insisted therefore that I should engage with a solemn promise that if the vessel should be freed I would instantly direct my course southwards,The indifferent the that I should endued with a solemn prospect that if the very shall be from I would in did my command some,52.0
195,This speech troubled me,Thus spoke true me,25.0
196,I had not despaired nor had I yet conceived the idea of returning if set free,I had no despair not hasten I yet concerning the idea of rests if separated friends,50.0
197,Yet could I in justice or even in possibility refuse this demand,Yet could I in just or even into possessed relate the deed,50.0
198,I hesitated before I answered when Frankenstein who had at first been silent and indeed appeared hardly to have force enough to attend now roused himself his eyes sparkled and his cheeks flushed with momentary vigour,I heard before I and when France whose had at first believed sickened and in a UNK to have formerly endured to attend no rose him his eyes sparkled and his cheek flushed with more virtue,52.77777777777778
199,Turning towards the men he said What do you mean,Turning to the means he said Why do you me,60.0
200,What do you demand of your captain,Why do you demand of your can,71.42857142857143
201,Are you then so easily turned from your design,Are you that some earnestly turned from you dearly,44.44444444444444
202,Did you not call this a glorious expedition,Did you nothing care UNK extinguished,25.0
203,And wherefore was it glorious,And what was it gloomily,60.0
204,Not because the way was smooth and placid as a southern sea but because it was full of dangers and terror because at every new incident your fortitude was to be called forth and your courage exhibited because danger and death surrounded it and these you were to brave and overcome,Nor be the walls was small and placed as a so see but being it was full of days and terror be at every new in you for was to be called forward and your cottagers exceed be darkened and dear surrounded it and the you were to brilliant and overhung,56.86274509803921
205,For this was it a glorious for this was it an honourable undertaking,For that was it a glacier for that was it and hopes union,53.84615384615385
206,You were hereafter to be hailed as the benefactors of your species your names adored as belonging to brave men who encountered death for honour and the benefit of mankind,You we he to be happy as the believe of your spent you native advanced as belonging to brought me when entirely depended for hope and the beginning of mankind,50.0
207,And now behold with the first imagination of danger or if you will the first mighty and terrific trial of your courage you shrink away and are content to be handed down as men who had not strength enough to endure cold and peril and so poor souls they were chilly and returned to their warm firesides,And now beaming with the fiend impotence of danger or if you will the fiend misfortune and terror trickle of your could you share away a n are come to be hanging down as me who had not strong enough to enjoy cold and peace and so powerful solitude the were chill and reverted to the was fire,28.07017543859649
208,Why that requires not this preparation ye need not have come thus far and dragged your captain to the shame of a defeat merely to prove yourselves cowards,When these reserved nor the preceding yet need no have confided the family and drive you came to the shade of a deem me to prepare your cottage,28.57142857142857
209,Oh,Oh,100.0
210,Be men or be more than men,Believe me or before more the means,28.57142857142857
211,Be steady to your purposes and firm as a rock,Besides strove to you put and fibre as a rock,50.0
212,This ice is not made of such stuff as your hearts may be it is mutable and cannot withstand you if you say that it shall not,Their ice is not man of such study as you he may be it is murderer and care with you if you saw the it should not,59.25925925925925
213,Do not return to your families with the stigma of disgrace marked on your brows,Do not refuse to your familiarity with the stars often different may on your brother,53.333333333333336
214,Return as heroes who have fought and conquered and who know not what it is to turn their backs on the foe He spoke this with a voice so modulated to the different feelings expressed in his speech with an eye so full of lofty design and heroism that can you wonder that these men were moved,Remember as her who had formed and conversation and who knew not what it is UNK the base on the for Henry spent the winter a voice some months to those disappointment feelings exultation in his spoke with an eye so full of love depart and heroism that case you wonder that the means were moulded,15.789473684210526
215,They looked at one another and were unable to reply,They looked at one another animal we unable to reason,70.0
216,I spoke I told them to retire and consider of what had been said that I would not lead them farther north if they strenuously desired the contrary but that I hoped that with reflection their courage would return,I spoke I took therefore to reflect and corruption of what had been said that I would not let the fatal north if the stranger desire the country but that I however the will relate the combat would return,56.41025641025641
217,They retired and I turned towards my friend but he was sunk in languor and almost deprived of life,The rested and I turned to my friend but he was suddenly in labour and all decline of life,63.1578947368421
218,How all this will terminate I know not but I had rather die than return shamefully my purpose unfulfilled,How all the with tears I know not but I had UNK UNK the resignation she my public undertaking,47.368421052631575
219,Yet I fear such will be my fate the men unsupported by ideas of glory and honour can never willingly continue to endure their present hardships,Yet I fear suddenly will be my father that me until by idea of glaciers and how UNK a never will consternation to enter the present happiness,34.61538461538461
220,September 7th The die is cast I have consented to return if we are not destroyed,Several 7th The distributing is care I had communicated to recollection if we are not despair,56.25
221,Thus are my hopes blasted by cowardice and indecision I come back ignorant and disappointed,These are my home blue by confused and instant I could banish ignominy and disappeared,40.0
222,It requires more philosophy than I possess to bear this injustice with patience,It removes more philosophers that I power to believe the in with pain,38.46153846153847
223,September 12th It is past I am returning to England,Several 12 It is past I am resigned to England,70.0
224,I have lost my hopes of utility and glory I have lost my friend,I had lost my hours of utterance and gloomy I had lost my friend,64.28571428571429
225,But I will endeavour to detail these bitter circumstances to you my dear sister and while I am wafted towards England and towards you I will not despond,But I will endeavour to devote the bitterness circumstance towards you my dear sister and when I am was to English and towards yours I will not despair,60.71428571428571
226,September 9th the ice began to move and roarings like thunder were heard at a distance as the islands split and cracked in every direction,Several UNK the ice benefit to modesty and rowing like that were he at a distance as there is spent and creature into every direction,52.0
227,We were in the most imminent peril but as we could only remain passive my chief attention was occupied by my unfortunate guest whose illness increased in such a degree that he was entirely confined to his bed,We were into the most imaginative peaceful but as well confusedly one replied passed my chamber at was occupied by my until guilt which illness indulged in such a declaration that he was entirely confined to his behaviour,57.89473684210527
228,The ice cracked behind us and was driven with force towards the north a breeze sprang from the west and on the 11th the passage towards the south became perfectly free,Their icy creature between us and was dreams with forced to the north a brought spent from three well and on this 11 the page to the soul be persuaded friends,38.70967741935484
229,When the sailors saw this and that their return to their native country was apparently assured a shout of tumultuous joy broke from them loud and longcontinued,When the same saw thing and that that remained to the native country was appeared as a shadow of turned journey broke from the love and lovely conducive,51.85185185185185
230,Frankenstein who was dozing awoke and asked the cause of the tumult,From who was done away a n as the cause of the turnkeys,16.666666666666664
231,They shout I said because they will soon return to England Do you then really return Alas,The shutting I said because the with soon resolved to England Do you they reason remain Alas,52.94117647058824
232,Yes I cannot withstand their demands,Yet I care with then deed,16.666666666666664
233,I cannot lead them unwillingly to danger and I must return Do so if you will but I will not,I cannot learned the unable to day and I must return Do someone if you will but I will not,75.0
234,You may give up your purpose but mine is assigned to me by heaven and I dare not,You may given upon your pursuit but mind is a s to me by her and I dare not,27.77777777777778
235,I am weak but surely the spirits who assist my vengeance will endow me with sufficient strength Saying this he endeavoured to spring from the bed but the exertion was too great for him he fell back and fainted,I am we but suffered the spot where as my very will endowed me with such still Safie than he endeavoured to speak from they behold but the execution was too grandeur for his her fever base and fancy,46.15384615384615
236,It was long before he was restored and I often thought that life was entirely extinct,It was long been he was repeated and I often that that life was enjoy existence,68.75
237,At length he opened his eyes he breathed with difficulty and was unable to speak,At length he open his eyes heart brothers with disdain and was unable to speak,73.33333333333333
238,The surgeon gave him a composing draught and ordered us to leave him undisturbed,The sun gave his a cowardice drew an or us to leave his unknown,42.857142857142854
239,In the meantime he told me that my friend had certainly not many hours to live,In the meantime he to me that my friend had ceased no many hours to light,75.0
240,His sentence was pronounced and I could only grieve and be patient,His sentence was proceeding and I could only griefs and be pain,75.0
241,I sat by his bed watching him his eyes were closed and I thought he slept but presently he called to me in a feeble voice and bidding me come near said Alas,I saw by his before was hideous his eyes were clouded and I that he sledge but presently he came to me in affluence UNK voice and bitter me could never saw Alas,57.57575757575758
242,The strength I relied on is gone I feel that I shall soon die and he my enemy and persecutor may still be in being,The state I reflected on is good I felt that I should soon disturbed and her my engagement and perhaps may stifle being in being,56.00000000000001
243,Think not Walton that in the last moments of my existence I feel that burning hatred and ardent desire of revenge I once expressed but I feel myself justified in desiring the death of my adversary,This not Walton them in the last moments of my existence I felt that but had and ardently degree of revenge I on existence but I feared my justice in death the death of my adversary,63.888888888888886
244,During these last days I have been occupied in examining my past conduct nor do I find it blamable,During the latter days I had been occupied in execute my parents cottage not doubt I find its blood,47.368421052631575
245,In a fit of enthusiastic madness I created a rational creature and was bound towards him to assure as far as was in my power his happiness and wellbeing,In a fixed of engaging man I cried arrest a creation and was body to him to ask as far as was in my poor his happiness and we beheld,58.620689655172406
246,This was my duty but there was another still paramount to that,There was my duty but they was and storm path towards through,41.66666666666667
247,My duties towards the beings of my own species had greater claims to my attention because they included a greater proportion of happiness or misery,My duty to the beauty of my own spirit has greater close to my at became the in a great proof of happiness or misery,52.0
248,Urged by this view I refused and I did right in refusing to create a companion for the first creature,Urged by the villain I read and I directed rise invincible returned to create UNK for the fine crime,35.0
249,He showed unparalleled malignity and selfishness in evil he destroyed my friends he devoted to destruction beings who possessed exquisite sensations happiness and wisdom nor do I know where this thirst for vengeance may end,He shone under man and seemingly indeed evidence here decided my from he desired to departure before whose poor expressed sensations happy and with not doubt I knew what that the for very may entirely,28.57142857142857
250,Miserable himself that he may render no other wretched he ought to die,Mingled hid thoughts he may UNK UNK no other wretched he ought to dissipate,15.384615384615385
251,The task of his destruction was mine but I have failed,The tale of his destroyer was miserable but I had fallen,54.54545454545454
252,When actuated by selfish and vicious motives I asked you to undertake my unfinished work and I renew this request now when I am only induced by reason and virtue,What accordingly by sentence and vivid more I as you to until my uncle wonder and I remembered them returned noon when I am only interspersed by remorse and vivid,46.666666666666664
253,Yet I cannot ask you to renounce your country and friends to fulfil this task and now that you are returning to England you will have little chance of meeting with him,Yet I can as you to return your compassion and friendship to fulfil the task and now that you are ready to England you will have like change of me with him,68.75
254,But the consideration of these points and the well balancing of what you may esteem your duties I leave to you my judgment and ideas are already disturbed by the near approach of death,But the consequences of the poets and the were bare of whom you man esteemed your duty I learned to you my junior and UNK daughter UNK all died by the next appearance of despair,38.23529411764706
255,I dare not ask you to do what I think right for I may still be misled by passion,I dared not as you to do when I then right forms I may stand before might by pain,52.63157894736842
256,That he should live to be an instrument of mischief disturbs me in other respects this hour when I momentarily expect my release is the only happy one which I have enjoyed for several years,The he should listened to be an inquisitiveness of misery directed me in other remember the house which I momentarily expected my resolution is the only had only which I had endured for several years,57.14285714285714
257,The forms of the beloved dead flit before me and I hasten to their arms,The form of the best debarred flitted before me and I hastened to thrill art,53.333333333333336
258,Farewell Walton,Farewell Waldman,50.0
259,Seek happiness in tranquillity and avoid ambition even if it be only the apparently innocent one of distinguishing yourself in science and discoveries,Several had indeed trace and a valley me UNK it be on those apparent in one of direct you in science and disappeared,34.78260869565217
260,Yet why do I say this,Yet why do I saw this,83.33333333333334
261,I have myself been blasted in these hopes yet another may succeed His voice became fainter as he spoke and at length exhausted by his effort he sank into silence,I had myself beloved bloomed in the house yesterday and majestic such His voice be far as he spoke and at length exhausted by his effect he said in sight,50.0
262,About half an hour afterwards he attempted again to speak but was unable he pressed my hand feebly and his eyes closed forever while the irradiation of a gentle smile passed away from his lips,About half and horror after her at agitation to speak but was unable her press my had fear and his eyes cloud for which the iron of a gentleman small passed away from his lips,54.285714285714285
263,Margaret what comment can I make on the untimely extinction of this glorious spirit,Man who could can I made on that university existence of the glorious spread,35.714285714285715
264,What can I say that will enable you to understand the depth of my sorrow,Who can I saw the wind enable you to unlocked the destroyer of my soul,53.333333333333336
265,All that I should express would be inadequate and feeble,All that I should expect would be in and fear,70.0
266,My tears flow my mind is overshadowed by a cloud of disappointment,My tears flowed my mind is over by a cloud of difficulties,75.0
267,But I journey towards England and I may there find consolation,But I journeying to England and I may therefore fiend companion,54.54545454545454
268,I am interrupted,I am innocent,66.66666666666666
269,What do these sounds portend,Why do the sole pole,20.0
270,It is midnight the breeze blows fairly and the watch on deck scarcely stir,It is mind that brought blind fatigue and the wantonness one death scared studies,28.57142857142857
271,Again there is a sound as of a human voice but hoarser it comes from the cabin where the remains of Frankenstein still lie,Agatha there is a sound as of a human voice but how it completion from the castle when the resentment of France stature light,62.5
272,I must arise and examine,I must ardent and expression,60.0
273,Good night my sister,God UNK situation,0.0
274,Great God,Great God,100.0
275,what a scene has just taken place,who UNK just take place,0.0
276,I am yet dizzy with the remembrance of it,I am UNK UNK dizzy with the reception of it,22.22222222222222
277,I hardly know whether I shall have the power to detail it yet the tale which I have recorded would be incomplete without this final and wonderful catastrophe,I hardly knew which I should have the power to derive it yet the task which I have recorded would be interview with the fiend and wonder cause,60.71428571428571
278,I entered the cabin where lay the remains of my illfated and admirable friend,I entered the carriage which lay the remainder of my illness fancy and adventurous friend,50.0
279,Over him hung a form which I cannot find words to describegigantic in stature yet uncouth and distorted in its proportions,Overjoyed his huts a for whom I can fixed words to death girl in studying yet unfortunate and discover in its progress,19.047619047619047
280,As he hung over the coffin his face was concealed by long locks of ragged hair but one vast hand was extended in colour and apparent texture like that of a mummy,As he hung over the collected his father was covered by long look of rather have but one various had was exhibited in collecting and appeared terms like those of a murderer,56.25
281,When he heard the sound of my approach he ceased to utter exclamations of grief and horror and sprung towards the window,When he heard the society of my apartment he cease to utmost extent of gratitude and horror and spirit to the wind,59.09090909090909
282,Never did I behold a vision so horrible as his face of such loathsome yet appalling hideousness,Never did I became a vice so horrible as his fall of such love yet approached him,64.70588235294117
283,I shut my eyes involuntarily and endeavoured to recollect what were my duties with regard to this destroyer,I shunned my eyes in and endeavouring to reason which we my duty with regard to the deed,50.0
284,I called on him to stay,I cannot on him to studies,66.66666666666666
285,He paused looking on me with wonder and again turning towards the lifeless form of his creator he seemed to forget my presence and every feature and gesture seemed instigated by the wildest rage of some uncontrollable passion,He passed looked on me with wonder and again turning to the light folds of his crimes he seemed to forget my protectors and even feature and generosity seldom interrupted by this wind ravines of some undiscovered passion,60.526315789473685
286,That is also my victim he exclaimed,There is almost my violent her extinguished,28.57142857142857
287,In his murder my crimes are consummated the miserable series of my being is wound to its close,In his music my creator are come the miserable sensations of my beloved is worthy towards its climes,55.55555555555556
288,Oh Frankenstein,Oh Frankenstein,100.0
289,Generous and selfdevoted being,Get and seek degree before,25.0
290,What does it avail that I now ask thee to pardon me,What do it avoid the I not as them to patriot me,41.66666666666667
291,I who irretrievably destroyed thee by destroying all thou lovedst,I who irresistible devoted that by degrees all their love,40.0
292,Alas,Alas,100.0
293,He is cold he cannot answer me His voice seemed suffocated and my first impulses which had suggested to me the duty of obeying the dying request of my friend in destroying his enemy were now suspended by a mixture of curiosity and compassion,He is contented he calmer and me His voice setting sun and my first image who had supposed to me the duties of obtaining the dying read of my friends in delivered his enjoyments were not surrounded by a mixture of curiosity and compassion,63.63636363636363
294,I approached this tremendous being I dared not again raise my eyes to his face there was something so scaring and unearthly in his ugliness,I applied the trees bent I dared not a UNK my eyes to his father the was so so science and ungratitude in his ugly,52.0
295,I attempted to speak but the words died away on my lips,I attempted to speak but these would died away on my lips,83.33333333333334
296,The monster continued to utter wild and incoherent selfreproaches,The more congenial to utterly with an inexhaustible secure repentance,22.22222222222222
297,At length I gathered resolution to address him in a pause of the tempest of his passion,At length I gave retired to admire him in a part of the terms of his passion,70.58823529411765
298,Your repentance I said is now superfluous,You replied I saw is not succeed,28.57142857142857
299,If you had listened to the voice of conscience and heeded the stings of remorse before you had urged your diabolical vengeance to this extremity Frankenstein would yet have lived And do you dream said the daemon,If you had listened to the void of comfort and heard the stranger of rest before you have urged you difficult vengeance to the excellent French would yet have lived And do you dreadful said the daemon,67.56756756756756
300,Do you think that I was then dead to agony and remorse,Do you think that I was the detail to ages and republics,66.66666666666666
301,He he continued pointing to the corpse he suffered not in the consummation of the deed,He heard confessor possessed to the cottagers he such now inflict the cottages of this deed,43.75
302,Oh,Oh,100.0
303,Not the tenthousandth portion of the anguish that was mine during the lingering detail of its execution,Not that teacher the powers of the anguish that waters might during the light death of its excess,5.88235294117647
304,A frightful selfishness hurried me on while my heart was poisoned with remorse,A frosty sensation hurries men on whilst my heart was poor with resignation,46.15384615384615
305,Think you that the groans of Clerval were music to my ears,The you that the gratification of Clerval were must to my ears,75.0
306,My heart was fashioned to be susceptible of love and sympathy and when wrenched by misery to vice and hatred it did not endure the violence of the change without torture such as you cannot even imagine,My heart was farewell to be such of loved and syndics and when wretchedness by misery to vintage and habits it did not enter the visage of the change wished to such as you can ever imagination,62.16216216216216
307,After the murder of Clerval I returned to Switzerland heartbroken and overcome,After the murder of Clerval I resolved to Switzerland her brothers and overhung,66.66666666666666
308,I pitied Frankenstein my pity amounted to horror I abhorred myself,I pistol Frankenstein my pillow among towards however I abhorred myself,54.54545454545454
309,But when I discovered that he the author at once of my existence and of its unspeakable torments dared to hope for happiness that while he accumulated wretchedness and despair upon me he sought his own enjoyment in feelings and passions from the indulgence of which I was forever barred then impotent envy and bitter indignation filled me with an insatiable thirst for vengeance,But where I discovered that he they author at one of my existence and of its unable to daring too horrible for hate the which he acquired writing and dearest upon me he so his own enter into fear and partly from the inclemency of which I was UNK a thousand image enemy and bitter instinctively fills me with an in the folly ventures,51.5625
310,I recollected my threat and resolved that it should be accomplished,I recommence my thoughts and remarked the it should be acquainted,54.54545454545454
311,I knew that I was preparing for myself a deadly torture but I was the slave not the master of an impulse which I detested yet could not disobey,I knew that I was prepared for my a desire to but I was the slave now the malice of an image which I dedicated yet courageous not die,65.51724137931035
312,Yet when she died,Yet what she died,75.0
313,Nay then I was not miserable,Natural that I was not misdeed,50.0
314,I had cast off all feeling subdued all anguish to riot in the excess of my despair,I had capable of all felt such also and to rise in the excess of my destiny,52.94117647058824
315,Evil thenceforth became my good,Every this be my go,20.0
316,Urged thus far I had no choice but to adapt my nature to an element which I had willingly chosen,Urged the far I had no chimera but to addressed my native town an elapsed which I had with chill,60.0
317,The completion of my demoniacal design became an insatiable passion,The cottage of my destiny despair be an in passion,50.0
318,And now it is ended there is my last victim I was at first touched by the expressions of his misery yet when I called to mind what Frankenstein had said of his powers of eloquence and persuasion and when I again cast my eyes on the lifeless form of my friend indignation was rekindled within me,And now it is encountering that is my labours visited I was at first to by the extreme of his misfortunes yet when I came to mind which Frankenstein had said of his power of electricity and performs and when I again cast my eyes on the lifeless form of my friends in was restored within me,73.68421052631578
319,Wretch I said,Write I saw,33.33333333333333
320,It is well that you come here to whine over the desolation that you have made,It is well that you cousin her to which overlook the despair that you have madman,62.5
321,You throw a torch into a pile of buildings and when they are consumed you sit among the ruins and lament the fall,Your they a to into a piece of but and when thousands are could your sincere among their rude and lawless the fallen,43.47826086956522
322,Hypocritical fiend,UNK fire,0.0
323,If he whom you mourn still lived still would he be the object again would he become the prey of your accursed vengeance,If he whom you morning stag like still would he believing the object again would he believing the prospect of your account verdure,65.21739130434783
324,It is not pity that you feel you lament only because the victim of your malignity is withdrawn from your power Oh it is not thusnot thus interrupted the being,It is not pieces that your feelings your lay only before the vision of your man is with from your powers Oh it is not thought notwithstanding that in the bestowed,50.0
325,Yet such must be the impression conveyed to you by what appears to be the purport of my actions,Yet sun must be the improvement confess to your by which appeared to be the punishment of my accustomed,57.89473684210527
326,Yet I seek not a fellow feeling in my misery,Yet I see no a few felt in my mind,50.0
327,No sympathy may I ever find,Now sympathy may I every fire,50.0
328,When I first sought it it was the love of virtue the feelings of happiness and affection with which my whole being overflowed that I wished to be participated,When I first some it it was the love of virtue the feelings of having and afterwards with which my which before over that I wish to be parent,72.41379310344827
329,But now that virtue has become to me a shadow and that happiness and affection are turned into bitter and loathing despair in what should I seek for sympathy,But now that village had been to me a she and that had and afterwards are turned in bitter and longer delight in which should I see for sympathy,62.06896551724138
330,I am content to suffer alone while my sufferings shall endure when I die I am well satisfied that abhorrence and opprobrium should load my memory,I am content to such also when my such should enthusiasm which I discovered I am we saw this about UNK she looked my memory,30.76923076923077
331,Once my fancy was soothed with dreams of virtue of fame and of enjoyment,One my face was soon with dreams of vice of facts and of enterprise,57.14285714285714
332,Once I falsely hoped to meet with beings who pardoning my outward form would love me for the excellent qualities which I was capable of unfolding,One I fast hold to me with before which past my out fortunate would long me for the excellent qualities where I was capable of understanding,53.84615384615385
333,I was nourished with high thoughts of honour and devotion,I was not win him that of horror and delight,40.0
334,But now crime has degraded me beneath the meanest animal,But no creature have detain me before their meaning angel,20.0
335,No guilt no mischief no malignity no misery can be found comparable to mine,No guiltless UNK n UNK no mist cannot be food considerate to mine,7.142857142857142
336,When I run over the frightful catalogue of my sins I cannot believe that I am the same creature whose thoughts were once filled with sublime and transcendent visions of the beauty and the majesty of goodness,When I rushed over the from captain of my sister I cannot believe that I am the same creature who the were on filled with surprise and tranquillized visage of the best and the majestic of gone,64.86486486486487
337,But it is even so the fallen angel becomes a malignant devil,But it is even sooner the family and be a maddening destination,50.0
338,Yet even that enemy of God and man had friends and associates in his desolation I am alone,Yet even the environs of God and many have frightened and assistance in his deeply I am alone,61.111111111111114
339,You who call Frankenstein your friend seem to have a knowledge of my crimes and his misfortunes,You who can Frankenstein your from seemed to have UNK of my creation and his misfortunes,35.294117647058826
340,But in the detail which he gave you of them he could not sum up the hours and months of misery which I endured wasting in impotent passions,But in the demon which he gave you of the he could not suppose upon the hour and moment of mind which I entered was in impenetrable passed,60.71428571428571
341,For while I destroyed his hopes I did not satisfy my own desires,For when I dedicated him however I did not sacrifice my own death,53.84615384615385
342,They were forever ardent and craving still I desired love and fellowship and I was still spurned,They were forever are and cries still I deck low and fear and I was standing species,58.82352941176471
343,Was there no injustice in this,Waldman this notwithstanding indulge into thrown,0.0
